,0,1,2,3,4,5
0,0.7984687047070889,-0.5583935681004878,-0.01433378267559227,0.05832827942572124,0.04856149120734882,0.020610466105188015
1,0.3783458430740442,-0.14256351916332569,0.10845363567403443,-0.8494505734642616,-0.06357536355284515,-0.035389134448683184
2,0.8299651869939177,-0.5138004014681757,-0.015649302452406894,0.059137003709636184,0.048032408473760474,0.019035222317559712
3,0.8061014612089165,-0.5517546048330948,0.0482195642168849,0.07526634182854591,0.013277348739750765,-0.002076061759177308
4,0.5201102675420397,0.4443923262805506,-0.1752262346525554,0.22450506542049584,-0.46919679561801053,-0.3149445721292244
5,0.8728174222152134,0.36267997254881296,-0.12448508639125147,0.04478555740259833,0.015041507201589553,-0.015540734404819855
6,0.9425417737269502,0.14366015422434775,0.004593264307818816,0.026936133889991342,0.11100614355256733,-0.010276416316227607
7,0.9514903491057031,-0.08301627795688424,-0.04295062675604608,0.09203159950604546,-0.05636836096189817,-0.05724272274922161
8,0.5039778960960677,0.45450625462275646,-0.06760920577897489,0.0945516144036799,-0.3931833782584383,0.3920204506320085
9,0.23477178665367343,0.8752924656541052,-0.03792789313254496,0.06843886378028105,-0.057092288752285024,-0.1313456278432335
10,0.7513283249474352,-0.2520326929799332,0.4510894893561589,0.13795911743103823,-0.19850117439552772,-0.028157572583726895
11,0.06357048750442623,0.2148494476990451,0.6294414366125791,-0.5068891187456039,-0.24630133337277174,-0.031615281954944084
12,0.7708325584053297,-0.21360197073324957,0.4480046983998018,0.12535388768598535,-0.15549165378722518,0.001991353034780027
13,0.7399874222475403,-0.3636375053379919,0.362923770053135,0.15241659526117973,-0.16395333381881141,-0.047140198663582426
14,0.0530049348837949,0.48812986478848985,0.5188963757002215,0.06291354799557913,-0.29824124971996074,-0.3771284516510096
15,0.6215272702160869,0.5556685770682016,0.2600534281245794,-0.03869309025545141,0.35980357385061457,0.0761009853009237
16,0.560234223050233,0.47088270275538247,0.29648588082315613,0.0018549487003423357,0.45492323925080563,0.06196429452017134
17,0.6690334237435093,0.3111759743969969,0.3774588226968248,0.10433055205659815,0.25131036698646564,-0.034339537086416023
18,0.15501727206623422,0.43898400661777554,0.4848654214286919,0.062081298697468416,-0.32497658875630986,0.5391548683077384
19,0.37412828245253954,0.6687911759088611,0.3553584333998167,0.02155812749971127,0.3383789974280521,-0.058502279634997004
20,0.8316406803575507,-0.5249870770950003,-0.07981895946383116,0.02171657817372541,-0.005663220045755136,-0.0003196886001464775
21,0.38106238363777395,-0.10856477508008876,-0.07106676122108325,-0.8913672440262188,-0.11936988245089339,-0.05499711085024085
22,0.863167062770047,-0.47726074351606446,-0.08156550795517696,0.01944248769089796,0.009579726272163662,0.009349080704999293
23,0.8202379103771626,-0.5237585260248092,-0.019997702367142715,0.036475091087021065,-0.03520169941789534,-0.02767488810688493
24,0.4667198505071851,0.41142060113605267,-0.43649943517140355,0.024864743506702022,-0.41695106801840875,-0.4060939353775899
25,0.7663458774445718,0.34286533738184205,-0.39664289487053517,-0.1286443503630112,0.1565375929679561,0.0524651469592934
26,0.8344526105533747,0.23391431738338614,-0.29076260359105044,-0.1041669441878834,0.24227642229988045,0.031210523702099854
27,0.9151318417495632,-0.019716255473315743,-0.2862039083323432,0.008461392168972886,0.05568858952923766,-0.033953519478717026
28,0.44830674467647963,0.3387826948262438,-0.45584642367469796,-0.0510623733876054,-0.31429663122956136,0.5487019513795475
29,0.48069520097908386,0.6574432310442139,-0.3911247508439886,-0.10853679957881282,0.12134896861194164,-0.08822697605785407
