,0,1
0,-0.1063645732522264,-0.03458632493038082
1,-0.03406090516413943,-0.032765985558148004
2,-0.06438525466071135,-0.012433831680686097
3,-0.07453587879383172,0.01832775712626864
4,-0.04923202036546731,-0.018194570072162755
5,-0.035505469100711486,-0.04327566510841101
6,-0.030287327721883334,-0.03288916592731888
7,-0.027225037998689458,0.007562536742867533
8,-0.039418118618538,-0.020256236250176765
9,-0.08490042370138323,-0.0037751091418270696
10,0.009451661033698586,0.0074661402670081894
11,-0.033874317921362834,-0.022990527408260353
12,-0.0728397310182429,0.12521294889374324
13,0.008317041438574979,0.04650740027183278
14,-0.057117674653939715,-0.01539816591793932
15,-0.050460975710594345,0.003933990154246239
16,-0.005552656322039079,-0.006026273404611586
17,-0.0543196887575218,-0.016894448318721184
18,-0.060823351860643124,-0.008636354868054606
19,0.011706957161097879,-0.033042892303002315
20,0.01317379433078563,-0.044035497601082496
21,0.03450035178785428,-0.028108175375858864
22,-0.051123720444094536,-0.024263043861697968
23,-0.053681557477287686,-0.008971696059691003
24,-0.05991936036201088,-0.013817640252826516
25,-0.07674084275488338,-0.0007304465606801439
26,-0.047150875765067296,-0.035619632178727614
27,-0.03205421918009871,0.03907456823170573
28,-0.04920659557012187,-0.009345163113443161
29,-0.02311130406815056,-0.03241994282104364
30,-0.06727501767878324,0.016146543431958454
31,-0.03832860279748752,-0.015758739944160934
32,-0.04971900376563248,0.0099032242177645
33,-0.06393715606870289,-0.023049815103259888
34,-0.04270826352746473,-0.052747023182684746
35,-0.02691714604357744,-0.00578026206289891
36,-0.015962370969893336,-0.005420181070236271
37,0.045313906527892564,0.017129013831793015
38,0.02195651913585967,0.07118296026370095
39,-0.017036644669593346,-0.048443659192943356
40,0.028191924208256388,-0.005152984255807401
41,-0.004101044260271636,0.0020838282394524815
42,-0.08589236962870983,0.07504529250206941
43,-0.014958136387847848,-0.025871993426798058
44,-0.00201287281296739,-0.04191727127893163
45,-0.06266261573304266,-0.03566916474448188
46,0.05399144072726638,0.0037897805476578353
47,-0.02521101162343857,-0.032639158934597304
48,0.016103431492710388,-0.056399749290793624
49,0.02316643435326026,0.019370878430053237
50,0.04725506485846949,0.019315426280610754
51,0.028825006607619743,-0.04224105764111411
52,0.04049467518881235,-0.010982816147086766
53,-0.03360615892708081,0.007336270325722833
54,0.0050886106787081525,-0.0130167486604627
55,0.041993887120879723,0.017353409583309498
56,-0.05307379533877661,-0.007950638581687562
57,-0.02799553664928575,-0.014851038265813944
58,0.048602476968978854,0.012925411820789406
59,0.036951725151124215,-0.05423591083818533
60,0.039809241312822166,0.04248660606285627
61,0.040055317204723245,0.06708983290873205
62,-0.05892551601499799,0.012508038237238488
63,0.03820649268510175,0.0647992670852237
64,-0.02201757284880393,0.0026454476576655006
65,-0.02182826934665391,0.001498917819384861
66,0.035441969514688386,0.04999296966443048
67,0.041851276298707364,0.0003926831251828203
68,-0.04178952572189595,0.05018427862069845
69,0.036510490903690684,-0.024256834403117555
70,-0.03244381863169707,-0.011808095152808496
71,-0.005782190320014438,0.046989569356368444
72,-0.07054211407958338,-0.009277161324816539
73,-0.0078924156930777,-0.06817523876313414
74,0.027051055308125925,-0.027624289485609396
75,-0.015392475911423315,0.011307870782015436
76,0.009322460253354349,-0.009744204627931654
77,-0.07203701902264854,-0.013449715304964534
78,-0.10671345158649873,0.08062815621276864
79,0.021619595872491855,-0.01754138567775177
80,0.021525478897956477,0.04570289129374103
81,-0.019005640778429415,-0.03493425604731745
82,-0.12946732863420704,-0.0017421135660740277
